RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301083,GSOR301083,Kibi,Japan,NSFTV91,IRGC5310,1882707,7,12,1,3.5,2,4,99,4,5,2.9,23.93,5,124,3,9.7,6.95,17.51
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301084,GSOR301084,Kinastano,Philippines,NSFTV92,IRGC3782,1882708,4.7,24,0,2,2,4,92,2,5.8,3.1,19.36,5,123,3,7.7,7.97,23
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301085,GSOR301085,Kitrana 508,Madagascar,NSFTV93,PI653083,1882709,3.7,26,9,4.5,2,3,88,2,7,2.1,25.66,8,150,5,8.2,9.47,17
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301086,GSOR301086,Koshihikari,Japan,NSFTV94,PI330464,1882710,6.5,22,0,1.5,2,3,84,2,5.1,2.9,30.4,2,93,5,8.9,7.32,16
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301087,GSOR301087,NSFTV95,,NSFTV95,PI597044,1882711,5.3,10,0,2.3,2,4,90,2,6.4,2.8,25.8,6,139,5,8.7,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301088,GSOR301088,KU115,Thailand,NSFTV96,IRGC117792,1882712,7,20,0,6,2,5,104,2,6.2,2.8,25.53,3,102,3,9.5,8.39,13
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301089,GSOR301089,Kun-Min-Tsieh-Hunan,,NSFTV97,IRGC117793,1882713,5.6,21,0,1,2,4,98,3,5.1,2.6,24.3,7,141,7,8.7,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301090,GSOR301090,L-202,,NSFTV98,IRGC117794,1882714,3.8,17,0,4.5,2,3,84,2,7.5,2.1,29.89,1,84,3,7.7,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301091,GSOR301091,LAC 23,Liberia,NSFTV99,IRGC117796,1882715,5.3,9,0,5.5,2,4,90,2,7.1,2.7,23.27,6,134,3,8.4,9.58,23
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301092,GSOR301092,Lacrosse,United States,NSFTV100,IRGC117797,1882716,6.9,25,0,4,2,3,84,2,5.9,2.9,19.98,4,115,3,7.2,8.14,14
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301093,GSOR301093,Lemont,United States,NSFTV101,IRGC117802,1882717,6.3,14,0,0.5,2,3,86,2,7.2,2.3,27.12,1,86,3,7.4,9.63,23
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301094,GSOR301094,Leung Pratew,,NSFTV102,,1882718,5.9,19,1,1,2,4,93,2,7.3,2.2,30.53,3,102,5,9,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301095,GSOR301095,Luk Takhar,Afghanistan,NSFTV103,IRGC58286,1882719,6.8,23,0,1.5,2,3,84,2,5.3,3.1,25.54,2,95,3,9.3,7.53,17
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301096,GSOR301096,Mansaku,,NSFTV104,,1882720,6.9,24,9,2,2,2,78,6,4.5,2.9,15.21,4,110,5,7.7,,
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301097,GSOR301097,Mehr,Iran,NSFTV105,PI653087,1882721,5,25,0,4,3,3,81,4,5.7,2.4,23.64,6,131,7,7.5,7.61,25
RICE,NSF.PROJECT.OBS,Oryza sativa,GSOR301098,GSOR301098,Ming Hui,China,NSFTV106,PI602626,1882722,3.6,23,0,1,2,5,103,2,7,2.5,13.3,2,94,3,7.6,9.42,18.5
